,Region,,Rower,Auto,Transport Miejski,Najkorzystniej
1,Kłopot,Czas,15,11.9090909090909,23,Samochód
,,Dystans,3.6,3.4,3.7
2,Słomińskiego 6A,Czas,17,12.7272727272727,14,Samochód
,,Dystans,3.9,3.76363636363636,3.9
3,Dzika 6,Czas,12,10.8181818181818,16,Samochód
,,Dystans,2.7,2.7,2.9
4,Inflancka 3,Czas,13,11.3636363636364,17,Samochód
,,Dystans,3,3,4.1
5,Karmelicka 21,Czas,11,8.90909090909091,14,Samochód
,,Dystans,2.2,2.2,2.4
6,Dubois 6,Czas,13,10.8181818181818,21.0909090909091,Samochód
,,Dystans,2.7,2.58181818181818,3.3
7,Karmelicka 14,Czas,9,9.18181818181818,13,Rower
,,Dystans,2,2.1,2.4
8,Nowolipie 14,Czas,7,6.81818181818182,9,Samochód
,,Dystans,1.3,1.4,1.6
9,Nowolipie 2A,Czas,10,8,13.0909090909091,Samochód
,,Dystans,2.1,2,2.13636363636364
10,Szymanowska,Czas,15,13.9090909090909,20.2727272727273,Samochód
,,Dystans,3.5,4.37272727272727,3.99090909090909
11,Wałowa 7,Czas,11,12.3636363636364,18.3636363636364,Rower
,,Dystans,2.6,2.54545454545455,3.27272727272727
12,Franciszkańska 7NA5,Czas,12,13,18.0909090909091,Rower
,,Dystans,2.9,3.05454545454545,3.15454545454545
13,Wójtowska 5/7,Czas,14,13.6363636363636,19.8181818181818,Samochód
,,Dystans,3.4,4.03636363636364,3.78181818181818
14,Kotowski Palace,Czas,14,16.9090909090909,26.5454545454545,Rower
,,Dystans,3.6,4.4,4.95454545454545
15,Bugaj 3,Czas,11,14.2727272727273,18,Rower
,,Dystans,3,3.9,3.3
16,Miodowa 22/24,Czas,13,14.7272727272727,22.0909090909091,Rower
,,Dystans,3.15454545454546,2.8,3.51818181818182
17,Schillera 21,Czas,10,10.6363636363636,16.1818181818182,Rower
,,Dystans,2.3,2.28181818181818,2.58181818181818
18,Długa 48,Czas,10,9.54545454545455,13.5454545454545,Samochód
,,Dystans,2.3,2,2.34545454545455
19,Elektoralna 12A,Czas,6,4.45454545454545,8,Samochód
,,Dystans,1,1,1.3
20, 87A,Czas,7,6,13,Samochód
,,Dystans,1.3,1.3,1.7
21,Przechodnia 2,Czas,5,5.18181818181818,12.7272727272727,Rower
,,Dystans,1.1,1.6,1.71818181818182
22,Senatorska 32,Czas,8,7.72727272727273,21,Samochód
,,Dystans,1.9,2.14545454545455,1.6
23,Daniłowiczowska 9,Czas,9,8.90909090909091,15.0909090909091,Samochód
,,Dystans,2.2,2.35454545454545,2.14545454545455
24,Pałac Prymasowski w Warszawie,Czas,10,10,16.9090909090909,Rower
,,Dystans,2.4,2.71818181818182,3.1
25,plac Marszałka Józefa Piłsudskiego 1,Czas,8,6.72727272727273,12.9090909090909,Samochód
,,Dystans,2.2,1.9,2.20909090909091
26,Jana Moliera 2,Czas,9,8.63636363636364,16.1818181818182,Samochód
,,Dystans,2.3,2.63636363636364,2.6
27,Aleksandra Fredry 2,Czas,7,7.81818181818182,12,Rower
,,Dystans,1.6,2.2,1.73636363636364
28,Canaletta 4,Czas,8,8,14.1818181818182,Rower
,,Dystans,2,2.24545454545455,2.08181818181818
29,Grzybowska 22,Czas,4,4,9,Rower
,,Dystans,0.7,0.7,0.7
30,Graniczna 2,Czas,5,4.72727272727273,9,Samochód
,,Dystans,1,0.972727272727273,1.1
31,Spektrum,Czas,4,4.54545454545455,5,Rower
,,Dystans,1,1,0.4
32,Bagno 2,Czas,5,7,6,Rower
,,Dystans,1.3,1.5,1.1
33,Plac Jana Henryka Dąbrowskiego 6,Czas,6,4.81818181818182,7,Samochód
,,Dystans,1.2,1.2,1.2
34,Tadeusza Czackiego 21/23,Czas,7,7,10,Rower
,,Dystans,1.7,1.7,2
35,Warecka 8,Czas,7,6,7,Samochód
,,Dystans,1.5,1.5,1.8
36,Chmielna 9A,Czas,7,7,11.7272727272727,Rower
,,Dystans,1.7,1.7,2.1
37,Dobra 87,Czas,13,12.8181818181818,18,Samochód
,,Dystans,3.1,2.91818181818182,3.2
38,Dobra 68/70,Czas,12,13.7272727272727,18.9090909090909,Rower
,,Dystans,2.7,3.42727272727273,3.64545454545455
39,Dobra 37-43,Czas,12,12.0909090909091,13,Rower
,,Dystans,2.6,2.65454545454545,3.1
40,Szczygla 2942,Czas,8,9.54545454545455,10,Rower
,,Dystans,2,2,2
41,Smolna 13,Czas,9,8.72727272727273,13,Samochód
,,Dystans,2.3,2.6,2.3
42,Zbigniewa Herberta 12B,Czas,11,11.4545454545455,15,Rower
,,Dystans,2.3,2.80909090909091,3.3
43,Wybrzeże Kościuszkowskie 35,Czas,13,13.6363636363636,10,Transport Publiczny
,,Dystans,2.9,3.1,2.9
44,Aleja 3 Maja 4,Czas,13,13.5454545454545,15,Rower
,,Dystans,3,3.4,3.4
45,Nowogrodzka 53,Czas,8,4.72727272727273,14.9090909090909,Samochód
,,Dystans,1.8,1,2.04545454545455
46,Hoża 69,Czas,10,7.09090909090909,12,Samochód
,,Dystans,2.6,1.9,1.8
47,Nowogrodzka 49,Czas,7,7.90909090909091,12,Rower
,,Dystans,2,2,1.5
48,Żurawia 43,Czas,8,6.81818181818182,13.1818181818182,Samochód
,,Dystans,1.8,1.8,1.79090909090909
49,Wilcza 58A,Czas,11,6.45454545454545,14,Samochód
,,Dystans,2.3,1.7,2
50,Wilcza 42,Czas,9,7.63636363636364,16,Samochód
,,Dystans,2.4,1.9,2.2
51,Wilcza 26-28,Czas,8,8.72727272727273,17.6363636363636,Rower
,,Dystans,2.3,2.25454545454545,2.23636363636364
52,Mokotowska 59-61,Czas,10,9.63636363636364,21.9090909090909,Samochód
,,Dystans,2.8,2.6,3.06363636363636
53,Witolda Wierzbickiego 722,Czas,12,5.63636363636364,13,Samochód
,,Dystans,2.6,1.7,1.9
54,Filtrowa 3,Czas,10,5.81818181818182,12.7272727272727,Samochód
,,Dystans,2.4,1.9,1.88181818181818
55,Nowowiejska 15/19,Czas,12,7.36363636363636,16.5454545454545,Samochód
,,Dystans,2.8,2.3,2.47272727272727
56,Lwowska 12,Czas,10,6.54545454545455,16,Samochód
,,Dystans,2.6,1.9,2.33636363636364
57,Nowowiejska 5-7,Czas,12,7.18181818181818,14,Samochód
,,Dystans,2.7,2.3,2.7
58,Mokotowska 6A,Czas,11,9.54545454545455,17,Samochód
,,Dystans,2.9,2.8,2.9
59,plac Konstytucji 4,Czas,9,9.63636363636364,17.3636363636364,Rower
,,Dystans,2.5,2.3,2.57272727272727
60,aleja Róż 6,Czas,11,10.7272727272727,20.6363636363636,Samochód
,,Dystans,3,2.8,3.35454545454545
61,aleja Wyzwolenia 7-9,Czas,11,10.3636363636364,17,Samochód
,,Dystans,2.9,2.7,3
62,aleja Niepodległości 206,Czas,14,6.63636363636364,16.5454545454545,Samochód
,,Dystans,3.6,2.3,2.98181818181818
63,Waryńskiego 3,Czas,14,10.2727272727273,20,Samochód
,,Dystans,3.6,3.6,3.3
64,aleja Niepodległości 188,Czas,15,6.36363636363636,15,Samochód
,,Dystans,3.2,2.6,2.9
65,Polna 7,Czas,13,11.5454545454545,20,Samochód
,,Dystans,3.4,3.78181818181818,3.6
66,Litewska 8,Czas,12,11.0909090909091,20,Samochód
,,Dystans,3.3,3,3.2
67,aleja Jana Chrystiana Szucha 12A,Czas,17,12.0909090909091,22.7272727272727,Samochód
,,Dystans,4.3,3.3,4.01818181818182
68,Klonowa 1,Czas,17,11.0909090909091,22.3636363636364,Samochód
,,Dystans,4.4,3.9,4.01818181818182
69,Parkowa 23,Czas,20,14.6363636363636,28.7272727272727,Samochód
,,Dystans,4.6,5.10909090909091,4.44545454545455
70,Łazienkowska 6-8,Czas,18,11.3636363636364,20,Samochód
,,Dystans,4.4,5.20909090909091,4
71,Kawalerii 3,Czas,21,13.5454545454545,26,Samochód
,,Dystans,5.3,6.07272727272727,4.5
72,Zaruskiego 6,Czas,20,14.6363636363636,28.0909090909091,Samochód
,,Dystans,4.9,6.7,5.24545454545454
73,29 Listopada 3D,Czas,22,15.0909090909091,31.6363636363636,Samochód
,,Dystans,5.7,6.53636363636364,5.62727272727273
74,Bednarska 14,Czas,11,13.6363636363636,16.7272727272727,Rower
,,Dystans,2.6,3.00909090909091,2.93636363636364
75,Juliana Bartoszewicza 9,Czas,7,8.27272727272727,8,Rower
,,Dystans,1.7,1.7,1.8
76,wiadukt Stanisława Markiewicza,Czas,8,12.3636363636364,11,Rower
,,Dystans,2,2.71818181818182,2.1
77,Belwederska 25,Czas,19,12.3636363636364,22.7272727272727,Samochód
,,Dystans,4.7,4.70909090909091,5.1
78,aleja Stanisława Lorentza,Czas,13,12.0909090909091,16.0909090909091,Samochód
,,Dystans,2.5,5.3,2.49090909090909
79,Frascati 6,Czas,12,13.5454545454545,19.9090909090909,Rower
,,Dystans,2.9,3.60909090909091,3.18181818181818
80,Jazdów 7,Czas,14,11.4545454545455,24.8181818181818,Samochód
,,Dystans,3.5,3.2,4
81,Okrąg 12A,Czas,15,11.3636363636364,20,Samochód
,,Dystans,3.4,3.66363636363636,3.26363636363636
82,Książęca 3,Czas,14,9.63636363636364,15,Samochód
,,Dystans,3.2,2.98181818181818,2.8
83,Cecylii Śniegockiej 2-4,Czas,16,11.6363636363636,20,Samochód
,,Dystans,3.9,4.52727272727273,3.6
84,Koźmińska 3-5,Czas,17,12.2727272727273,20,Samochód
,,Dystans,4.1,5.00909090909091,3.7
85,Pańska 7,Czas,3,4.45454545454545,4,Rower
,,Dystans,0.8,0.7,0.3
86,Sienna 24-34,Czas,3,3.36363636363636,5,Rower
,,Dystans,0.8,0.4,0.4
87,Złota 44/46,Czas,4,3.45454545454545,6.09090909090909,Samochód
,,Dystans,1,0.6,0.554545454545455
88,Aleje Jerozolimskie 54,Czas,4,4.54545454545455,8.09090909090909,Rower
,,Dystans,1.1,1.00909090909091,1.23636363636364
89,Dream in Warsaw,Czas,3,7.54545454545455,6,Rower
,,Dystans,0.6,1.93636363636364,1.2
90,plac Defilad 1,Czas,3,4.63636363636364,7.45454545454545,Rower
,,Dystans,0.8,0.8,1.08181818181818
91,Aleje Jerozolimskie 50,Czas,5,4.36363636363636,8,Samochód
,,Dystans,1.2,1.1,1.2
92,plac Defilad 1,Czas,4,7,8,Rower
,,Dystans,1.1,1,1.3
93,Żurawia 24,Czas,8,9,14,Rower
,,Dystans,2.2,2.2,1.9
94,Żurawia 4,Czas,9,9.27272727272727,16,Rower
,,Dystans,2.3,2.46363636363636,2.4
95,Jasna 10,Czas,7,6.45454545454545,7,Samochód
,,Dystans,1.7,1.7,1.2
96,Chmielna 25-27,Czas,7,7,10,Rower
,,Dystans,1.7,1.7,1.5
97,Wybrzeże Gdyńskie 2,Czas,19,15,24,Samochód
,,Dystans,5,4.99090909090909,4.7
98,Krajewskiego 3/5,Czas,18,14.5454545454545,19,Samochód
,,Dystans,4.6,5.15454545454545,4.2
99,Jerzego Szaniawskiego 17,Czas,19,15.5454545454545,22,Samochód
,,Dystans,4.8,4.87272727272727,5.8
100,Brodzińskiego 26,Czas,18,14.4545454545455,21.9090909090909,Samochód
,,Dystans,4.3,4.5,4.29090909090909
101,Ludwika Mierosławskiego 29,Czas,18,14.0909090909091,18,Samochód
,,Dystans,4.5,4.67272727272727,5.5
102,Zajączka 21,Czas,18,13.1818181818182,23.2727272727273,Samochód
,,Dystans,4.4,4.2,4.42727272727273
103,Zajączka 9,Czas,17,13.3636363636364,19,Samochód
,,Dystans,3.9,4.38181818181818,4.3
104,Wybrzeże Gdyńskie 2B,Czas,26,16.1818181818182,30.9090909090909,Samochód
,,Dystans,6.5,6.62727272727273,7.57272727272727
105,Gwiaździsta 5D,Czas,26,18.9090909090909,29,Samochód
,,Dystans,6.5,6.57272727272727,6.49090909090909
106,Sułkowskiego 12,Czas,21,15.9090909090909,19,Samochód
,,Dystans,5.3,5.29090909090909,5.6
107,Mysłowicka 8NA0,Czas,22,18,22,Samochód
,,Dystans,5.5,5.8,5.9
108,Krasińskiego 1,Czas,23,16.0909090909091,24.6363636363636,Samochód
,,Dystans,5.8,5.92727272727273,6.24545454545454
109,Mickiewicza 33C,Czas,20,15.8181818181818,16,Samochód
,,Dystans,5.2,4.99090909090909,5.4
110,Filarecka 3,Czas,19,13.6363636363636,15,Samochód
,,Dystans,4.6,4.6,5.3
111,Harcerska,Czas,20,16.4545454545455,22,Samochód
,,Dystans,4.5,5.1,4.7
112,Szczepanowskiego,Czas,21,15.3636363636364,24.1818181818182,Samochód
,,Dystans,5.5,5.2,5.60909090909091
113,Kłodawska 56,Czas,19,14.4545454545455,17,Samochód
,,Dystans,4.9,4.9,6.2
114, 26,Czas,20,15.2727272727273,23,Samochód
,,Dystans,5.3,4.9,5.4
115,Sady Żoliborskie 7-9,Czas,18,13.7272727272727,22,Samochód
,,Dystans,4.4,4.4,4.7
116,Księdza Jerzego Popiełuszki 3A,Czas,16,12.7272727272727,19,Samochód
,,Dystans,4,3.9,4.1
117,Broniewskiego 21,Czas,20,14.9090909090909,23,Samochód
,,Dystans,5.1,5.1,5.4
118,Elbląska 45,Czas,19,15.1818181818182,27,Samochód
,,Dystans,4.7,4.85454545454545,5.7
119,Edwarda Jelinka 21,Czas,23,16.8181818181818,26,Samochód
,,Dystans,6,5.6,5.5
120,Mickiewicza 68,Czas,23,18.9090909090909,29.5454545454545,Samochód
,,Dystans,6,5.9,6.29090909090909
121,Gwiaździsta 13,Czas,24,18.1818181818182,27.6363636363636,Samochód
,,Dystans,6.3,6.3,7
122,Przasnyska 6C,Czas,19,15,27,Samochód
,,Dystans,5,4.9,5.1
